"ID","GROUP_TRUST_a","GROUP_TRUST_b","GROUP_TRUST_d","MISINFG"
100363,2,2,2,1
100598,2,2,4,2
100637,4,4,4,2
101437,3,2,3,2
101485,4,4,4,1
101493,4,4,2,1
103060,2,2,4,2
103379,4,3,4,1
103538,1,1,4,1
103956,1,1,4,2
104491,2,2,3,1
104689,1,2,2,2
105205,4,3,4,2
106885,4,2,2,1
106960,1,2,3,2
107023,2,3,3,1
107668,2,2,3,1
108909,3,3,4,1
110353,2,2,2,1
111927,4,4,4,2
112371,4,4,3,2
112613,2,1,4,1
112984,1,1,4,1
113274,1,1,1,2
113412,2,2,3,2
114898,3,2,3,2
115546,3,2,3,2
116182,3,2,3,1
116264,3,2,4,1
116439,2,1,3,2
116617,1,1,2,1
116832,3,3,4,2
117395,1,2,3,1
118110,3,1,4,2
118242,3,2,4,2
118414,3,3,4,2
118888,1,1,2,2
119121,1,1,4,1
119128,4,3,3,2
119392,2,2,2,2
120118,3,2,2,2
120343,2,1,4,2
121158,2,2,3,2
121582,3,3,1,2
121882,3,2,4,2
124997,1,2,4,1
125421,2,3,4,1
126190,1,1,3,1
127160,3,3,4,2
127250,2,2,2,1
127800,4,2,4,2
128214,3,2,2,2
128285,1,1,3,1
129189,3,2,4,2
131599,1,4,4,2
132146,2,2,2,1
132240,3,3,4,2
132246,2,2,4,2
132973,1,1,2,1
133114,2,2,4,1
134129,4,4,4,2
135184,3,2,3,2
135751,1,1,4,1
136411,4,4,4,2
136999,4,4,3,2
141442,3,2,3,2
141878,4,2,3,2
142398,2,2,4,2
144036,4,2,4,2
145364,2,1,3,2
145887,3,2,4,2
146170,2,2,4,2
148162,3,3,4,2
151130,3,2,4,1
151972,2,3,4,2
152324,2,2,2,2
153863,1,1,4,1
154730,2,2,4,2
154874,2,1,3,2
155606,2,2,4,1
157570,3,2,3,2
157877,2,3,3,2
159997,2,2,2,2
161130,2,2,4,1
162028,1,2,2,2
164425,1,1,3,1
165452,2,2,3,1
167094,4,2,3,2
169135,4,4,4,2
170940,4,3,4,2
171076,1,1,4,1
171264,1,2,4,1
172231,2,2,3,2
174032,4,4,4,2
175363,4,4,2,2
175884,1,2,3,1
176214,99,1,4,2
176680,2,2,2,2
176890,2,2,4,1
176940,1,2,4,1
181067,1,1,3,1
181690,2,2,4,2
182804,1,3,4,2
183145,3,2,3,2
184045,1,2,4,1
185008,1,1,2,2
185394,2,2,2,2
185416,3,3,4,2
186956,3,3,3,2
186980,2,2,3,2
187312,2,2,3,1
188245,2,2,3,2
188516,3,2,4,2
189213,1,1,3,1
191336,2,2,3,1
192213,4,2,4,2
192474,3,2,3,2
193545,3,3,3,1
194284,1,1,1,2
194634,2,1,4,2
194718,2,2,3,2
194860,2,2,3,2
195349,3,2,3,2
195373,3,2,3,2
196610,1,1,2,1
196813,1,1,3,1
197087,4,4,4,1
198176,1,2,3,1
198205,4,2,4,2
198208,4,3,4,2
198295,1,1,3,2
198321,4,3,4,2
198449,1,1,3,1
198718,3,2,3,1
198946,2,2,4,2
199474,3,2,3,2
199964,3,3,4,1
200312,3,3,4,2
201153,2,2,4,1
202145,2,2,2,2
202467,2,2,3,2
202545,3,1,4,2
202800,1,3,3,1
202849,1,1,4,2
203469,2,2,3,1
204164,2,2,3,2
204329,2,2,4,2
204354,1,2,3,2
204536,4,4,4,1
204601,2,2,2,1
204832,3,3,3,2
205459,2,2,3,1
205490,2,2,4,1
207502,2,1,2,2
208237,2,1,4,2
209589,2,2,3,2
211074,2,2,4,2
211378,1,2,3,2
211504,2,2,3,2
211788,2,2,4,1
212322,2,2,3,2
212492,2,2,3,1
212597,3,2,4,1
213161,2,2,3,1
213456,3,2,4,1
214437,4,2,4,2
214778,2,3,3,2
216156,2,2,2,2
217659,2,2,2,1
219223,3,2,3,2
219306,2,1,3,2
219679,4,4,4,2
223028,2,2,3,1
223257,2,2,4,1
225532,1,2,4,1
225546,1,1,4,1
227117,3,2,3,2
227892,4,4,3,2
228797,2,2,3,1
229457,3,2,4,2
229561,2,1,3,2
230027,3,3,2,2
230587,2,2,4,1
231073,2,2,4,2
233296,3,3,4,2
233364,1,1,4,1
234001,3,3,4,2
234064,2,1,3,1
234462,3,3,4,2
234741,2,2,3,1
234834,4,3,4,1
235304,4,2,4,2
235397,2,3,3,1
235578,3,2,4,1
235839,2,1,3,1
236237,1,2,3,2
237091,2,2,3,2
238030,1,1,3,2
238140,4,4,4,2
239268,2,2,3,2
242029,1,2,3,2
242242,2,2,4,1
243060,3,2,4,2
243353,1,2,3,1
244331,3,2,4,2
244539,4,4,4,2
245684,4,4,4,2
247321,3,3,2,2
247860,3,3,4,2
249540,4,2,4,2
274171,4,3,4,2
274495,4,2,3,2
274630,1,1,4,1
275824,2,2,4,1
276046,3,3,4,2
276645,2,2,4,1
278114,3,3,4,2
279051,2,4,4,2
279894,1,1,4,1
280034,2,1,2,1
280165,2,3,4,2
280916,3,2,3,2
281163,4,3,4,2
281338,3,3,2,2
281372,2,2,3,1
281718,2,2,2,2
282372,1,3,4,1
282430,3,3,3,1
283820,2,2,4,1
283850,4,4,4,2
285556,1,2,3,2
285723,2,2,3,1
285944,2,1,4,1
286168,2,2,2,2
286551,1,2,4,2
286663,2,2,3,2
288489,2,1,4,2
289390,1,1,1,1
289868,2,2,3,1
290087,2,2,3,2
291097,1,2,4,2
291504,1,1,4,2
292740,3,3,4,2
293322,1,2,3,1
294912,3,2,3,2
295841,2,2,3,2
296049,3,3,2,2
296850,1,1,4,2
298035,2,2,4,1
298722,2,2,3,1
299327,3,2,4,2
300234,4,2,3,2
300761,3,2,3,1
301013,3,2,4,2
301280,3,2,4,2
302362,4,2,4,1
302389,3,2,2,2
302693,1,1,4,1
302888,3,3,3,2
303646,1,1,3,1
303834,4,2,4,1
303970,2,2,4,2
305076,3,3,3,2
306057,1,1,3,1
306115,1,2,4,1
306151,2,2,2,1
306192,4,3,3,2
307284,2,2,3,2
307718,2,4,1,2
308926,3,2,4,2
309053,3,2,2,2
309533,3,2,3,2
309958,2,2,4,2
310031,2,2,2,1
310985,1,1,2,1
312070,4,2,4,2
312458,2,2,4,1
314294,2,1,3,1
314546,4,3,4,2
315155,3,3,4,2
315188,3,2,1,1
315194,4,3,4,2
315474,2,2,2,2
316726,2,2,4,1
317005,4,4,2,2
317737,4,3,4,2
318542,3,3,4,2
318653,1,2,4,1
318658,1,2,4,2
318711,2,2,3,2
319198,2,3,1,2
319246,2,2,4,2
319402,3,3,4,2
320909,1,2,3,1
321679,2,2,2,1
321697,3,2,4,2
321873,1,3,2,2
322897,2,1,4,1
322957,4,2,4,2
323595,2,2,3,2
323647,2,3,4,1
323770,3,3,4,2
324127,1,1,3,1
324837,3,2,4,1
324919,3,3,4,1
326698,3,3,3,2
327079,3,2,4,2
328110,1,1,4,1
328696,1,1,3,2
329336,3,2,4,2
329545,3,2,4,2
330324,2,2,3,1
331946,3,3,3,1
332823,4,4,4,1
333245,2,2,3,1
333639,3,2,3,2
334917,2,2,3,1
335417,2,2,3,2
340705,1,1,2,1
340808,1,1,4,1
341094,2,2,2,2
341801,2,1,3,1
345438,1,1,3,1
348665,1,3,2,2
600059,4,3,4,2
600087,3,2,4,2
600226,4,3,4,2
600312,4,4,4,1
600689,1,2,4,1
600822,2,2,2,1
600848,2,3,4,2
601538,3,3,3,1
601608,3,3,4,1
601754,2,2,2,1
602366,2,2,4,2
602745,2,3,4,2
603000,3,2,4,1
603100,3,2,4,1
603476,2,2,3,2
603718,1,1,3,1
603769,4,2,3,2
604090,1,2,4,1
604576,2,2,2,1
604753,3,3,3,1
604983,2,2,3,2
605031,2,3,4,2
605095,3,3,4,2
605512,2,2,3,1
606041,2,2,2,2
606423,2,2,2,1
606454,2,2,3,2
606543,1,1,2,2
607034,2,1,3,1
607371,2,2,3,2
607425,2,4,4,2
608960,2,2,3,1
609226,3,3,3,1
609379,2,2,4,1
609483,2,2,2,1
609695,2,2,3,2
610035,2,1,3,2
610190,1,2,3,2
610791,1,3,3,2
610814,3,2,2,2
610816,2,2,4,2
611152,3,3,3,2
611618,2,2,4,1
611890,2,2,2,1
612133,2,2,2,2
612461,3,3,3,1
613169,2,2,4,2
613225,3,3,3,1
613271,4,3,4,2
613751,3,2,2,2
614200,4,4,4,2
614264,2,2,2,2
614469,1,1,2,2
615441,2,2,4,1
615641,2,2,4,2
615908,2,2,2,1
616040,1,2,3,1
616088,2,2,3,2
616524,1,2,4,2
616589,1,1,2,1
616664,3,2,3,2
616924,3,3,2,2
617060,3,3,2,2
617222,3,2,4,2
617352,2,2,3,1
617371,4,4,4,1
617462,2,2,4,1
617761,2,4,2,1
617799,2,2,3,2
618556,3,2,4,2
618612,2,2,3,2
618903,2,2,3,2
619244,4,4,1,2
619330,1,2,4,1
619440,1,2,3,1
619452,2,2,2,1
619741,2,2,3,2
619810,2,2,3,1
620937,1,1,3,1
621140,2,1,2,2
621474,3,2,3,2
622350,2,2,2,2
622469,2,3,3,1
622762,3,2,1,2
622962,2,4,4,2
622978,2,99,2,1
623624,3,2,2,2
623650,3,2,4,2
623673,1,2,2,1
623716,2,2,4,2
623757,2,2,3,1
623762,2,2,1,1
623771,3,3,3,2
623809,4,4,4,2
624479,2,2,2,1
624621,2,3,4,1
624681,2,2,3,2
625237,2,2,3,2
625291,1,2,2,1
625455,2,2,4,1
625560,3,2,4,2
625783,2,2,4,2
625940,2,2,4,1
626046,1,2,3,2
626152,1,1,3,1
626287,2,2,3,1
626293,2,2,2,2
626361,2,1,4,2
626763,1,1,4,1
627004,2,2,3,1
627171,3,2,3,1
627600,4,4,2,2
627791,2,3,4,1
627833,1,2,4,1
628033,2,1,3,1
628369,1,3,3,1
629168,4,3,4,2
630181,1,1,3,2
630736,3,2,4,2
630914,4,3,4,2
631559,1,1,3,2
632112,3,2,4,2
632232,2,2,4,1
632553,2,4,4,1
632751,2,2,3,1
633032,4,3,3,2
633392,3,2,3,2
633508,3,2,4,2
633723,2,1,3,1
634161,2,1,2,1
634778,2,2,3,2
636473,2,3,3,2
636675,2,2,2,2
637024,3,3,2,2
637156,4,2,4,2
638376,2,2,4,1
639116,2,2,4,2
639274,3,3,4,2
639440,4,4,4,2
639484,2,1,4,2
639638,1,2,2,2
639687,1,2,1,1
642208,2,2,3,2
642225,1,2,1,2
642888,4,3,4,1
643431,4,2,4,2
643728,2,3,2,2
644602,3,2,3,2
644610,3,3,2,1
645020,3,2,4,2
645663,4,2,4,2
645732,4,3,4,2
645909,3,4,4,2
645972,3,2,3,2
646163,4,4,1,2
646386,4,4,1,2
648758,2,1,3,2
648896,1,2,3,2
649196,2,2,2,1
649446,2,2,3,2
649847,2,2,4,2
649944,3,1,3,2
649965,3,2,2,1
650165,1,1,2,1
650756,3,3,3,2
650852,4,4,4,2
651047,2,3,4,2
651351,3,3,4,2
651381,3,1,3,2
651421,3,2,4,1
651578,3,3,3,2
652059,2,2,2,1
652173,2,2,4,1
652222,1,1,3,1
652624,1,1,3,2
652882,2,2,4,2
653477,3,2,3,2
653635,3,2,3,1
653764,3,2,4,2
653904,4,3,2,2
653972,1,2,3,1
654117,3,2,4,2
654147,3,2,1,1
654498,2,2,3,1
654956,2,3,3,2
655082,1,1,4,1
655262,3,3,4,2
655386,4,99,4,2
655988,2,2,3,1
656107,3,1,3,2
656310,2,2,2,2
656538,2,1,3,2
656890,3,2,2,2
656909,2,2,4,2
656995,1,1,4,1
657458,2,2,3,1
657786,3,3,4,1
658382,4,2,4,2
658476,3,3,4,1
658634,2,2,3,1
658651,2,2,3,2
659049,1,3,3,2
659101,1,1,4,2
659269,2,1,2,1
659397,4,4,2,2
659421,2,2,4,1
659504,2,1,2,2
659651,1,2,3,2
659735,2,2,3,2
660014,3,2,4,2
660532,3,2,4,2
661080,2,2,3,2
661138,2,2,3,1
661214,1,1,3,1
661239,4,4,4,2
661671,3,2,2,2
661771,2,2,4,1
662256,3,3,4,1
662351,3,3,3,2
662436,3,3,4,2
663767,2,4,4,1
663768,2,2,3,1
664150,2,2,2,1
664380,2,2,4,1
664736,2,2,1,2
664790,2,1,4,2
664892,2,2,3,1
664996,2,2,2,1
665303,3,3,3,2
665456,2,2,4,2
665734,2,2,2,1
665861,2,2,4,2
665914,2,2,4,1
666547,4,4,3,2
666952,3,2,3,2
667584,4,4,1,2
667611,4,3,4,2
668019,2,2,3,1
668132,2,2,2,1
668249,1,2,1,1
668325,3,3,3,1
668643,3,2,4,2
668723,3,2,2,2
669732,4,4,4,1
669967,2,2,3,1
670311,2,2,4,1
670803,3,3,3,2
671060,2,2,2,1
671949,2,2,2,1
672012,1,1,2,1
672074,2,2,4,1
672507,2,2,3,2
672514,4,3,4,2
672767,3,2,4,2
672976,2,2,4,2
673054,4,4,4,2
673096,1,1,2,1
673327,2,3,4,2
673353,3,2,2,2
673537,2,2,3,1
673644,4,4,2,2
673810,1,1,3,1
673888,3,3,4,1
674011,3,2,2,2
674251,2,4,1,1
674776,4,2,4,2
675077,1,1,3,1
675179,2,2,3,1
675257,1,2,2,2
675411,4,4,4,2
675523,3,2,3,2
675850,4,2,4,2
675879,3,3,3,1
676644,3,2,4,2
676669,4,1,2,1
677397,2,2,3,1
677479,2,2,2,2
677513,4,3,4,2
677553,1,1,4,2
677559,2,2,3,1
678074,2,1,3,2
678122,4,3,3,2
678383,2,2,3,1
678480,2,2,3,1
678783,2,2,2,2
680275,2,2,4,1
680547,3,2,1,1
681508,4,4,4,1
682639,3,3,3,1
683940,3,2,2,2
684116,1,1,2,2
684569,2,2,3,1
684897,4,3,4,2
685156,3,2,2,2
685341,3,2,3,2
685422,1,2,2,1
685591,1,1,3,1
685702,3,2,4,2
685831,2,2,3,1
686595,3,3,3,2
686774,1,1,2,1
686909,3,3,3,2
687177,3,3,1,2
687461,1,2,2,1
687555,2,2,2,2
687927,1,1,2,1
688439,2,2,3,2
688518,2,2,2,2
688563,3,2,3,2
688663,2,2,4,2
688843,2,1,3,2
690122,3,2,3,2
690385,1,2,4,1
690413,4,3,4,2
690567,4,2,3,2
690640,2,2,2,1
690650,4,3,4,2
690653,1,2,4,1
690715,3,2,4,2
691056,1,1,2,2
691122,1,1,3,1
691480,3,3,4,1
691647,3,2,4,1
692221,2,2,2,2
692383,2,2,3,2
692394,3,3,3,2
692611,4,4,4,1
692984,1,1,3,1
693333,2,1,3,1
694952,2,2,3,1
695046,2,2,3,2
695229,2,2,4,2
695314,3,2,3,2
695649,1,1,2,1
695893,3,2,4,1
695981,3,2,4,2
696037,4,3,3,2
696056,2,2,3,1
696334,2,2,3,2
696363,2,2,2,1
696445,3,2,4,2
696477,3,2,3,1
696563,1,1,3,1
696998,1,2,3,2
697424,1,1,3,1
697516,1,3,4,2
697526,3,3,3,2
697580,2,2,2,1
697622,1,3,3,1
697868,3,2,4,1
697870,2,2,3,1
698078,2,2,3,2
698257,2,1,3,2
698957,4,4,4,1
699679,4,2,4,2
699682,1,1,2,1
699716,2,2,4,2
699982,1,1,2,2
701776,1,2,4,2
702342,2,2,3,2
702867,3,2,4,2
702902,2,4,4,1
703590,3,3,3,2
703867,2,2,2,1
703882,2,2,3,2
704216,4,4,3,2
704602,2,2,1,2
705033,4,3,4,2
705069,1,1,3,1
705125,2,2,2,2
705522,2,2,2,1
705563,3,3,3,2
706347,2,3,3,2
706656,2,2,3,2
706958,3,2,3,2
707092,2,2,4,2
707861,1,2,3,1
708084,1,1,3,1
708536,2,2,4,1
709277,4,2,3,2
709312,3,2,2,1
709593,3,2,3,2
709677,1,2,4,1
710053,3,2,4,2
710257,2,2,3,2
710339,4,3,3,2
710746,3,1,4,2
710762,1,1,3,1
710918,3,2,4,2
710929,2,2,3,2
710952,2,1,3,2
710957,2,1,3,2
711028,1,1,3,1
711192,2,3,3,1
711527,4,4,4,2
712301,4,4,4,2
712906,2,2,2,2
712988,3,3,4,2
713150,2,2,3,2
713531,1,2,3,1
714116,1,1,4,2
714196,2,2,3,1
714715,4,2,2,2
714848,2,2,2,2
715250,2,2,3,2
715393,2,2,4,1
715537,2,2,4,2
715655,2,2,3,2
716386,1,2,4,2
716558,3,3,4,1
717297,2,2,4,2
718173,4,3,2,2
718183,1,1,4,1
718607,3,2,3,1
719124,3,3,4,2
719430,2,2,2,2
719526,2,2,4,1
719810,2,2,4,2
719892,1,2,3,1
720178,2,2,2,1
720429,3,2,3,1
720786,2,3,3,2
720793,1,1,2,1
721545,1,1,2,1
722222,2,2,3,2
722225,2,1,2,2
722617,2,2,2,2
723240,1,1,2,2
723329,2,1,2,1
723561,2,2,1,1
723634,2,2,2,2
723860,4,3,4,2
724064,2,2,4,1
724418,2,2,4,2
724470,2,2,2,2
724524,99,3,3,1
724791,2,2,3,1
724895,3,2,3,2
726343,2,2,3,1
726450,3,2,4,2
726699,3,2,4,2
726794,1,1,3,2
726963,2,2,4,1
2.01501e+11,4,2,2,1
2.01501e+11,2,2,3,1
2.01501e+11,3,3,4,1
2.01501e+11,3,2,4,1
2.01501e+11,2,2,1,1
2.01501e+11,2,1,3,1
2.01501e+11,1,1,4,1
2.01501e+11,4,3,4,2
2.01501e+11,2,3,3,1
2.01501e+11,2,2,4,1
2.01501e+11,2,2,2,2
2.01501e+11,2,2,4,1
2.01501e+11,2,2,4,2
2.01501e+11,2,2,3,2
2.01501e+11,1,2,4,1
2.01501e+11,2,2,2,2
2.01501e+11,2,2,4,2
2.01501e+11,2,1,2,2
2.01501e+11,2,2,3,1
2.01501e+11,1,1,4,1
2.01501e+11,3,99,2,2
2.01501e+11,1,3,3,1
2.01501e+11,4,4,4,2
2.01501e+11,3,3,3,1
2.01501e+11,2,3,3,2
2.01501e+11,3,3,3,2
2.01501e+11,3,2,2,2
2.01501e+11,2,2,3,2
2.01501e+11,3,2,4,2
2.01501e+11,3,3,4,2
2.01501e+11,3,2,2,2
2.01501e+11,2,2,3,2
2.01501e+11,4,2,3,2
2.01501e+11,1,1,3,1
2.01501e+11,2,2,3,1
2.01501e+11,2,2,4,2
2.01501e+11,4,2,4,2
2.01501e+11,3,2,4,2
2.01501e+11,3,3,3,2
2.01501e+11,1,2,3,2
2.01501e+11,2,2,3,2
2.01501e+11,2,2,3,1
2.01501e+11,1,1,2,2
2.01501e+11,3,1,1,1
2.01501e+11,2,2,1,1
2.01501e+11,3,1,4,1
2.01501e+11,3,2,3,2
2.01501e+11,2,2,3,1
2.01501e+11,3,2,2,2
2.01501e+11,3,2,3,2
2.01501e+11,2,2,2,1
2.01501e+11,3,3,2,1
2.01501e+11,2,2,3,2
2.01501e+11,1,2,3,1
2.01501e+11,2,3,4,2
2.01501e+11,4,2,4,2
2.01501e+11,1,2,3,1
2.01501e+11,3,2,4,2
2.01501e+11,4,2,4,1
2.01501e+11,4,4,4,2
2.01501e+11,2,2,4,1
2.01501e+11,2,1,4,2
2.01501e+11,2,2,4,2
2.01501e+11,3,2,4,2
2.01501e+11,3,3,4,2
2.01501e+11,3,2,3,2
2.01501e+11,1,1,4,1
2.01501e+11,2,2,4,1
2.01501e+11,3,3,3,2
2.01501e+11,2,2,2,2
2.01501e+11,4,2,2,2
2.01501e+11,2,2,2,2
2.01501e+11,2,2,3,1
2.01501e+11,2,2,4,1
2.01501e+11,2,2,4,1
2.01501e+11,1,1,4,1
2.01501e+11,1,1,2,2
2.01501e+11,4,2,4,2
2.01501e+11,4,4,4,2
2.01501e+11,2,2,2,1
2.01501e+11,2,2,4,1
2.01501e+11,3,2,2,2
2.01501e+11,1,2,4,1
2.01501e+11,1,3,4,2
2.01501e+11,2,2,4,1
2.01501e+11,2,2,4,1
2.01501e+11,3,2,4,2
2.01501e+11,2,2,3,2
2.01501e+11,3,3,3,2
2.01501e+11,2,2,4,1
2.01501e+11,3,3,4,2
2.01501e+11,1,2,3,1
2.01501e+11,3,3,4,2
2.01501e+11,2,2,3,2
2.01501e+11,4,4,4,2
2.01501e+11,4,2,99,2
2.01501e+11,3,3,3,2
2.01501e+11,2,2,3,2
2.01501e+11,3,3,4,1
2.01501e+11,3,2,4,2
2.01501e+11,3,3,4,2
2.01501e+11,1,1,4,1
2.01501e+11,3,3,4,1
2.01501e+11,2,2,4,2
2.01501e+11,2,2,3,1
2.01501e+11,4,3,4,2
2.01501e+11,2,1,4,2
2.01501e+11,3,2,4,2
2.01501e+11,4,2,4,1
2.01501e+11,1,2,4,2
2.01501e+11,2,2,4,2
2.01501e+11,2,1,1,1
2.01501e+11,2,2,4,1
2.01501e+11,1,2,3,2
2.01501e+11,1,2,4,1
2.01501e+11,2,1,2,1
2.01501e+11,4,3,3,2
2.01501e+11,2,2,4,1
2.01501e+11,2,2,4,1
2.01501e+11,3,3,3,2
2.01501e+11,3,2,4,1
2.01501e+11,4,2,2,2
2.01501e+11,3,3,4,1
2.01501e+11,3,2,2,1
2.01501e+11,2,1,2,1
2.01501e+11,4,4,4,2
2.01501e+11,2,2,4,2
2.01501e+11,2,2,3,1
2.01501e+11,4,4,2,2
2.01501e+11,3,2,4,2
2.01501e+11,2,2,4,1
2.01501e+11,1,2,2,1
2.01501e+11,2,1,3,1
2.01501e+11,2,2,4,2
2.01501e+11,4,4,4,2
2.01501e+11,2,2,4,1
2.01501e+11,3,2,4,2
2.01501e+11,1,2,4,2
2.01501e+11,2,2,2,2
2.01501e+11,3,3,4,2
2.01501e+11,4,3,3,2
2.01501e+11,2,2,4,1
2.01501e+11,1,1,3,2
2.01501e+11,2,2,4,2
2.01501e+11,3,3,3,1
2.01501e+11,2,2,4,1
2.01501e+11,2,1,2,2
2.01501e+11,2,2,3,1
2.01501e+11,2,4,4,1
2.01501e+11,3,2,3,1
2.01501e+11,4,3,3,2
2.01502e+11,2,2,3,2
2.01502e+11,1,1,4,1
2.01502e+11,2,1,3,1
2.01502e+11,2,3,1,2
2.01502e+11,2,3,4,1
2.01502e+11,3,3,3,2
2.01502e+11,2,2,4,1
2.01502e+11,2,2,4,2
2.01502e+11,2,2,4,2
2.01502e+11,2,2,3,1
2.01502e+11,4,3,4,2
2.01502e+11,2,2,3,1
2.01502e+11,2,2,3,1
2.01502e+11,2,2,3,1
2.01502e+11,3,2,2,2
2.01502e+11,1,2,3,2
2.01502e+11,3,3,3,2
2.01502e+11,2,2,4,1
2.01502e+11,3,3,4,2
2.01502e+11,2,2,2,1
2.01502e+11,2,2,2,1
2.01502e+11,2,1,3,1
2.01502e+11,3,3,3,1
2.01502e+11,2,2,3,1
2.01502e+11,3,2,3,2
2.01502e+11,2,1,3,2
2.01502e+11,2,1,4,2
2.01502e+11,3,4,4,1
2.01502e+11,1,2,3,1
2.01502e+11,2,2,4,2
2.01502e+11,3,2,3,2
2.01502e+11,2,2,4,2
2.01502e+11,2,2,2,2
2.01502e+11,2,2,4,1
2.01502e+11,2,2,3,1
2.01502e+11,4,3,4,2
2.01502e+11,3,2,3,1
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,2,1
2.01502e+11,2,3,1,1
2.01502e+11,2,2,3,2
2.01502e+11,2,2,2,1
2.01502e+11,2,2,3,2
2.01502e+11,2,1,4,2
2.01502e+11,4,3,1,2
2.01502e+11,4,3,3,2
2.01502e+11,3,2,3,2
2.01502e+11,2,1,4,1
2.01502e+11,2,2,4,1
2.01502e+11,4,3,4,2
2.01502e+11,4,4,4,2
2.01502e+11,4,3,4,2
2.01502e+11,4,3,4,2
2.01502e+11,1,1,1,2
2.01502e+11,4,4,3,1
2.01502e+11,2,2,2,2
2.01502e+11,3,3,3,2
2.01502e+11,2,3,2,1
2.01502e+11,2,2,3,2
2.01502e+11,4,3,4,2
2.01502e+11,2,2,2,1
2.01502e+11,1,2,3,1
2.01502e+11,1,1,3,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,4,2,2,2
2.01502e+11,2,2,2,2
2.01502e+11,2,2,2,2
2.01502e+11,3,99,3,2
2.01502e+11,4,3,4,2
2.01502e+11,4,99,2,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,4,4,4,2
2.01502e+11,3,2,4,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,3,2
2.01502e+11,2,1,4,1
2.01502e+11,2,1,1,2
2.01502e+11,1,1,2,1
2.01502e+11,2,2,2,2
2.01502e+11,2,1,4,1
2.01502e+11,2,2,3,2
2.01502e+11,2,2,2,1
2.01502e+11,2,2,3,1
2.01502e+11,3,4,3,2
2.01502e+11,1,1,3,1
2.01502e+11,3,3,2,2
2.01502e+11,2,2,4,2
2.01502e+11,2,3,3,1
2.01502e+11,2,1,2,1
2.01502e+11,1,1,4,1
2.01502e+11,4,2,2,2
2.01502e+11,3,3,3,2
2.01502e+11,2,1,2,2
2.01502e+11,2,2,2,2
2.01502e+11,2,2,1,1
2.01502e+11,2,1,2,2
2.01502e+11,1,4,3,2
2.01502e+11,2,2,2,2
2.01502e+11,2,3,2,2
2.01502e+11,3,2,3,1
2.01502e+11,1,2,4,1
2.01502e+11,3,2,3,2
2.01502e+11,1,1,4,1
2.01502e+11,3,2,4,2
2.01502e+11,2,1,2,2
2.01502e+11,2,2,4,2
2.01502e+11,2,2,3,2
2.01502e+11,2,2,4,2
2.01502e+11,4,4,4,2
2.01502e+11,3,2,3,2
2.01502e+11,1,1,2,1
2.01502e+11,1,1,4,1
2.01502e+11,2,1,2,1
2.01502e+11,2,2,2,1
2.01502e+11,2,1,4,2
2.01502e+11,3,2,4,2
2.01502e+11,3,4,2,1
2.01502e+11,3,3,3,1
2.01502e+11,2,2,3,2
2.01502e+11,1,2,3,1
2.01502e+11,3,2,3,1
2.01502e+11,1,2,3,1
2.01502e+11,2,2,99,1
2.01502e+11,4,3,4,2
2.01502e+11,2,2,3,2
2.01502e+11,3,2,3,2
2.01502e+11,2,2,3,1
2.01502e+11,1,1,3,2
2.01502e+11,1,3,3,2
2.01502e+11,3,3,3,1
2.01502e+11,1,1,4,1
2.01502e+11,2,2,3,2
2.01502e+11,2,2,2,2
2.01502e+11,4,3,3,2
2.01502e+11,2,2,4,1
2.01502e+11,2,1,4,2
2.01502e+11,2,2,3,1
2.01502e+11,2,1,3,1
2.01502e+11,2,2,4,1
2.01502e+11,1,1,4,2
2.01502e+11,3,3,3,2
2.01502e+11,3,2,3,2
2.01502e+11,2,2,1,2
2.01502e+11,3,1,2,1
2.01502e+11,1,3,2,1
2.01502e+11,3,2,3,2
2.01502e+11,1,1,2,1
2.01502e+11,2,2,3,2
2.01502e+11,1,2,2,1
2.01502e+11,2,1,3,1
2.01502e+11,2,2,1,1
2.01502e+11,4,3,4,1
2.01502e+11,1,1,4,1
2.01502e+11,2,2,2,2
2.01502e+11,3,3,4,2
2.01502e+11,2,2,3,2
2.01502e+11,3,2,4,2
2.01502e+11,1,1,3,2
2.01502e+11,3,2,3,2
2.01502e+11,3,3,3,1
2.01502e+11,4,2,2,2
2.01502e+11,2,2,4,1
2.01502e+11,1,2,3,2
2.01502e+11,2,2,2,2
2.01502e+11,3,3,4,1
2.01502e+11,3,2,2,2
2.01502e+11,2,2,3,2
2.01502e+11,1,1,4,1
2.01502e+11,2,2,2,2
2.01502e+11,2,3,2,1
2.01502e+11,3,1,4,1
2.01502e+11,4,2,3,2
2.01502e+11,2,2,4,1
2.01502e+11,4,4,2,2
2.01502e+11,2,2,2,1
2.01502e+11,2,3,3,1
2.01502e+11,3,3,3,1
2.01502e+11,2,2,3,2
2.01502e+11,3,2,2,1
2.01502e+11,1,2,4,2
2.01502e+11,2,1,3,2
2.01502e+11,2,2,3,2
2.01502e+11,4,3,2,2
2.01502e+11,3,3,3,2
2.01502e+11,3,2,3,2
2.01502e+11,3,2,2,2
2.01502e+11,4,2,4,2
2.01502e+11,4,3,3,2
